"","Interval","TileID","TotalSittingCapacity","TotalStandingCapacity","TotalCapacity"
"1326",1970-01-01 06:00:00,"88a8a062d9fffff",180,309,489
"1327",1970-01-01 06:00:00,"88a8a06541fffff",60,103,163
"1328",1970-01-01 06:00:00,"88a8a06549fffff",60,103,163
"1329",1970-01-01 06:00:00,"88a8a06705fffff",360,618,978
"1330",1970-01-01 06:00:00,"88a8a06707fffff",180,309,489
"1331",1970-01-01 06:00:00,"88a8a0670dfffff",180,309,489
"1332",1970-01-01 06:00:00,"88a8a0672bfffff",60,103,163
"1333",1970-01-01 06:00:00,"88a8a06731fffff",120,206,326
"1334",1970-01-01 06:00:00,"88a8a06735fffff",60,103,163
"1335",1970-01-01 06:00:00,"88a8a06739fffff",180,309,489
"1336",1970-01-01 06:00:00,"88a8a0673dfffff",60,103,163
"1337",1970-01-01 06:00:00,"88a8a0674dfffff",120,206,326
"1338",1970-01-01 06:00:00,"88a8a0676bfffff",300,515,815
"1339",1970-01-01 06:00:00,"88a8a06a91fffff",243,628,871
"1340",1970-01-01 06:00:00,"88a8a06a9bfffff",249,642,891
"1341",1970-01-01 06:00:00,"88a8a06e49fffff",306,785,1091
"1342",1970-01-01 06:00:00,"88a8a06e4dfffff",441,1099,1540
"1343",1970-01-01 06:00:00,"88a8a06e6dfffff",459,1120,1579
"1344",1970-01-01 06:00:00,"88a8a06f05fffff",51,150,201
"1345",1970-01-01 06:00:00,"88a8a06f61fffff",51,150,201
"1346",1970-01-01 06:00:00,"88a8a06f63fffff",102,300,402
"1347",1970-01-01 06:00:00,"88a8a06f67fffff",51,150,201
"1348",1970-01-01 06:00:00,"88a8a06f69fffff",102,300,402
"1349",1970-01-01 06:00:00,"88a8a070b3fffff",360,618,978
"1350",1970-01-01 06:00:00,"88a8a070b7fffff",360,618,978
"1351",1970-01-01 06:00:00,"88a8a0719bfffff",300,515,815
"1352",1970-01-01 06:00:00,"88a8a07441fffff",854,1700,2554
"1353",1970-01-01 06:00:00,"88a8a07443fffff",108,174,282
"1354",1970-01-01 06:00:00,"88a8a07445fffff",565,1137,1702
"1355",1970-01-01 06:00:00,"88a8a07447fffff",512,988,1500
"1356",1970-01-01 06:00:00,"88a8a0744bfffff",847,1746,2593
"1357",1970-01-01 06:00:00,"88a8a07461fffff",1018,2102,3120
"1358",1970-01-01 06:00:00,"88a8a07465fffff",854,1700,2554
"1359",1970-01-01 06:00:00,"88a8a07467fffff",51,150,201
"1360",1970-01-01 06:00:00,"88a8a07469fffff",102,300,402
"1361",1970-01-01 06:00:00,"88a8a0746bfffff",946,1967,2913
"1362",1970-01-01 06:00:00,"88a8a07503fffff",120,206,326
"1363",1970-01-01 06:00:00,"88a8a07507fffff",915,1768,2683
"1364",1970-01-01 06:00:00,"88a8a07509fffff",0,0,0
"1365",1970-01-01 06:00:00,"88a8a07515fffff",522,1021,1543
"1366",1970-01-01 06:00:00,"88a8a0751dfffff",162,403,565
"1367",1970-01-01 06:00:00,"88a8a07521fffff",1350,2597,3947
"1368",1970-01-01 06:00:00,"88a8a07525fffff",777,1541,2318
"1369",1970-01-01 06:00:00,"88a8a0752bfffff",1128,2206,3334
"1370",1970-01-01 06:00:00,"88a8a0752dfffff",1128,2091,3219
"1371",1970-01-01 06:00:00,"88a8a07531fffff",1179,2356,3535
"1372",1970-01-01 06:00:00,"88a8a07533fffff",240,412,652
"1373",1970-01-01 06:00:00,"88a8a07535fffff",639,1429,2068
"1374",1970-01-01 06:00:00,"88a8a07537fffff",180,309,489
"1375",1970-01-01 06:00:00,"88a8a07539fffff",1017,1953,2970
"1376",1970-01-01 06:00:00,"88a8a0753bfffff",171,356,527
"1377",1970-01-01 06:00:00,"88a8a0753dfffff",606,1300,1906
"1378",1970-01-01 06:00:00,"88a8a07543fffff",801,1551,2352
"1379",1970-01-01 06:00:00,"88a8a07545fffff",351,665,1016
"1380",1970-01-01 06:00:00,"88a8a07547fffff",732,1495,2227
"1381",1970-01-01 06:00:00,"88a8a07553fffff",162,403,565
"1382",1970-01-01 06:00:00,"88a8a07557fffff",51,150,201
"1383",1970-01-01 06:00:00,"88a8a07559fffff",921,1757,2678
"1384",1970-01-01 06:00:00,"88a8a0755bfffff",51,150,201
"1385",1970-01-01 06:00:00,"88a8a0755dfffff",921,1757,2678
"1386",1970-01-01 06:00:00,"88a8a07561fffff",1419,2768,4187
"1387",1970-01-01 06:00:00,"88a8a07565fffff",291,562,853
"1388",1970-01-01 06:00:00,"88a8a07567fffff",1239,2344,3583
"1389",1970-01-01 06:00:00,"88a8a07569fffff",624,1321,1945
"1390",1970-01-01 06:00:00,"88a8a0756bfffff",501,1036,1537
"1391",1970-01-01 06:00:00,"88a8a0756dfffff",1317,2583,3900
"1392",1970-01-01 06:00:00,"88a8a07633fffff",736,1493,2229
"1393",1970-01-01 06:00:00,"88a8a07637fffff",736,1493,2229
"1394",1970-01-01 06:00:00,"88a8a076c7fffff",321,612,933
"1395",1970-01-01 06:00:00,"88a8a076d1fffff",330,680,1010
"1396",1970-01-01 06:00:00,"88a8a076d3fffff",801,1551,2352
"1397",1970-01-01 06:00:00,"88a8a076d5fffff",672,1392,2064
"1398",1970-01-01 06:00:00,"88a8a076d7fffff",372,762,1134
"1399",1970-01-01 06:00:00,"88a8a076e9fffff",383,714,1097
"1400",1970-01-01 06:00:00,"88a8a076ebfffff",330,565,895
"1401",1970-01-01 06:00:00,"88a8a076edfffff",323,611,934
"1402",1970-01-01 06:30:00,"88a8a02801fffff",380,962,1342
"1403",1970-01-01 06:30:00,"88a8a02805fffff",128,291,419
"1404",1970-01-01 06:30:00,"88a8a02809fffff",0,0,0
"1405",1970-01-01 06:30:00,"88a8a0280bfffff",338,880,1218
"1406",1970-01-01 06:30:00,"88a8a02825fffff",53,149,202
"1407",1970-01-01 06:30:00,"88a8a02829fffff",86,209,295
"1408",1970-01-01 06:30:00,"88a8a0282dfffff",86,209,295
"1409",1970-01-01 06:30:00,"88a8a02853fffff",201,521,722
"1410",1970-01-01 06:30:00,"88a8a02857fffff",206,599,805
"1411",1970-01-01 06:30:00,"88a8a0291dfffff",33,60,93
"1412",1970-01-01 06:30:00,"88a8a02953fffff",33,60,93
"1413",1970-01-01 06:30:00,"88a8a02957fffff",33,60,93
"1414",1970-01-01 06:30:00,"88a8a02a01fffff",311,694,1005
"1415",1970-01-01 06:30:00,"88a8a02a05fffff",318,648,966
"1416",1970-01-01 06:30:00,"88a8a02a0bfffff",48,71,119
"1417",1970-01-01 06:30:00,"88a8a02a0dfffff",102,300,402
"1418",1970-01-01 06:30:00,"88a8a02a11fffff",53,149,202
"1419",1970-01-01 06:30:00,"88a8a02a13fffff",104,299,403
"1420",1970-01-01 06:30:00,"88a8a02a19fffff",161,323,484
"1421",1970-01-01 06:30:00,"88a8a02a57fffff",149,291,440
"1422",1970-01-01 06:30:00,"88a8a02a61fffff",204,485,689
"1423",1970-01-01 06:30:00,"88a8a02a63fffff",378,751,1129
"1424",1970-01-01 06:30:00,"88a8a02a69fffff",461,950,1411
"1425",1970-01-01 06:30:00,"88a8a02a6bfffff",111,253,364
"1426",1970-01-01 06:30:00,"88a8a02a89fffff",246,613,859
"1427",1970-01-01 06:30:00,"88a8a02a8bfffff",195,463,658
"1428",1970-01-01 06:30:00,"88a8a02a9dfffff",164,402,566
"1429",1970-01-01 06:30:00,"88a8a02aadfffff",251,591,842
"1430",1970-01-01 06:30:00,"88a8a02ac5fffff",263,623,886
"1431",1970-01-01 06:30:00,"88a8a02ac7fffff",398,983,1381
"1432",1970-01-01 06:30:00,"88a8a02ae3fffff",284,651,935
"1433",1970-01-01 06:30:00,"88a8a02ae7fffff",233,501,734
"1434",1970-01-01 06:30:00,"88a8a02aebfffff",284,651,935
"1435",1970-01-01 06:30:00,"88a8a03987fffff",60,103,163
"1436",1970-01-01 06:30:00,"88a8a03995fffff",423,912,1335
"1437",1970-01-01 06:30:00,"88a8a03997fffff",314,658,972
"1438",1970-01-01 06:30:00,"88a8a039a1fffff",333,644,977
"1439",1970-01-01 06:30:00,"88a8a039abfffff",386,793,1179
"1440",1970-01-01 06:30:00,"88a8a039adfffff",446,896,1342
"1441",1970-01-01 06:30:00,"88a8a039b9fffff",593,1188,1781
"1442",1970-01-01 06:30:00,"88a8a039bbfffff",589,1313,1902
"1443",1970-01-01 06:30:00,"88a8a039bdfffff",266,587,853
"1444",1970-01-01 06:30:00,"88a8a06081fffff",51,150,201
"1445",1970-01-01 06:30:00,"88a8a06085fffff",1188,2685,3873
"1446",1970-01-01 06:30:00,"88a8a0608dfffff",1173,2692,3865
"1447",1970-01-01 06:30:00,"88a8a060a3fffff",480,1242,1722
"1448",1970-01-01 06:30:00,"88a8a060a7fffff",102,300,402
"1449",1970-01-01 06:30:00,"88a8a060abfffff",411,956,1367
"1450",1970-01-01 06:30:00,"88a8a060c1fffff",153,335,488
"1451",1970-01-01 06:30:00,"88a8a060c3fffff",714,1525,2239
"1452",1970-01-01 06:30:00,"88a8a060c7fffff",537,1014,1551
"1453",1970-01-01 06:30:00,"88a8a060cbfffff",753,1553,2306
"1454",1970-01-01 06:30:00,"88a8a06193fffff",308,899,1207
"1455",1970-01-01 06:30:00,"88a8a06197fffff",104,299,403
"1456",1970-01-01 06:30:00,"88a8a0619bfffff",51,150,201
"1457",1970-01-01 06:30:00,"88a8a061a1fffff",206,599,805
"1458",1970-01-01 06:30:00,"88a8a061a3fffff",245,627,872
"1459",1970-01-01 06:30:00,"88a8a061a5fffff",243,628,871
"1460",1970-01-01 06:30:00,"88a8a061b1fffff",243,628,871
"1461",1970-01-01 06:30:00,"88a8a061b3fffff",389,1009,1398
"1462",1970-01-01 06:30:00,"88a8a061b5fffff",185,409,594
"1463",1970-01-01 06:30:00,"88a8a061b7fffff",386,955,1341
"1464",1970-01-01 06:30:00,"88a8a06249fffff",420,721,1141
"1465",1970-01-01 06:30:00,"88a8a0624bfffff",420,721,1141
"1466",1970-01-01 06:30:00,"88a8a0624dfffff",300,515,815
"1467",1970-01-01 06:30:00,"88a8a06281fffff",237,614,851
"1468",1970-01-01 06:30:00,"88a8a06283fffff",720,1654,2374
"1469",1970-01-01 06:30:00,"88a8a06287fffff",771,1689,2460
"1470",1970-01-01 06:30:00,"88a8a06289fffff",627,1422,2049
"1471",1970-01-01 06:30:00,"88a8a0628bfffff",357,820,1177
"1472",1970-01-01 06:30:00,"88a8a06293fffff",180,309,489
"1473",1970-01-01 06:30:00,"88a8a06299fffff",180,309,489
"1474",1970-01-01 06:30:00,"88a8a0629bfffff",240,412,652
"1475",1970-01-01 06:30:00,"88a8a062b5fffff",669,1389,2058
"1476",1970-01-01 06:30:00,"88a8a062bdfffff",660,1436,2096
"1477",1970-01-01 06:30:00,"88a8a062c1fffff",261,649,910
"1478",1970-01-01 06:30:00,"88a8a062c3fffff",531,1136,1667
"1479",1970-01-01 06:30:00,"88a8a062cbfffff",624,1368,1992
"1480",1970-01-01 06:30:00,"88a8a062d1fffff",180,309,489
"1481",1970-01-01 06:30:00,"88a8a062d3fffff",300,515,815
"1482",1970-01-01 06:30:00,"88a8a062d9fffff",180,309,489
"1483",1970-01-01 06:30:00,"88a8a06541fffff",120,206,326
"1484",1970-01-01 06:30:00,"88a8a06549fffff",240,412,652
"1485",1970-01-01 06:30:00,"88a8a06705fffff",120,206,326
"1486",1970-01-01 06:30:00,"88a8a06707fffff",120,206,326
"1487",1970-01-01 06:30:00,"88a8a0670dfffff",60,103,163
"1488",1970-01-01 06:30:00,"88a8a0672bfffff",180,309,489
"1489",1970-01-01 06:30:00,"88a8a06731fffff",240,412,652
"1490",1970-01-01 06:30:00,"88a8a06735fffff",300,515,815
"1491",1970-01-01 06:30:00,"88a8a06739fffff",240,412,652
"1492",1970-01-01 06:30:00,"88a8a0674dfffff",300,515,815
"1493",1970-01-01 06:30:00,"88a8a0676bfffff",120,206,326
"1494",1970-01-01 06:30:00,"88a8a06a91fffff",99,246,345
"1495",1970-01-01 06:30:00,"88a8a06a9bfffff",99,246,345
"1496",1970-01-01 06:30:00,"88a8a06e49fffff",387,1010,1397
"1497",1970-01-01 06:30:00,"88a8a06e4dfffff",489,1310,1799
"1498",1970-01-01 06:30:00,"88a8a06e69fffff",102,300,402
"1499",1970-01-01 06:30:00,"88a8a06e6dfffff",389,1009,1398
"1500",1970-01-01 06:30:00,"88a8a06f05fffff",51,150,201
"1501",1970-01-01 06:30:00,"88a8a06f63fffff",51,150,201
"1502",1970-01-01 06:30:00,"88a8a06f69fffff",102,300,402
"1503",1970-01-01 06:30:00,"88a8a070b3fffff",300,515,815
"1504",1970-01-01 06:30:00,"88a8a070b7fffff",420,721,1141
"1505",1970-01-01 06:30:00,"88a8a0719bfffff",180,309,489
"1506",1970-01-01 06:30:00,"88a8a07441fffff",672,1392,2064
"1507",1970-01-01 06:30:00,"88a8a07445fffff",453,965,1418
"1508",1970-01-01 06:30:00,"88a8a07447fffff",291,562,853
"1509",1970-01-01 06:30:00,"88a8a0744bfffff",624,1321,1945
"1510",1970-01-01 06:30:00,"88a8a07461fffff",735,1574,2309
"1511",1970-01-01 06:30:00,"88a8a07465fffff",624,1321,1945
"1512",1970-01-01 06:30:00,"88a8a07467fffff",120,206,326
"1513",1970-01-01 06:30:00,"88a8a07469fffff",60,103,163
"1514",1970-01-01 06:30:00,"88a8a0746bfffff",684,1424,2108
"1515",1970-01-01 06:30:00,"88a8a07503fffff",300,515,815
"1516",1970-01-01 06:30:00,"88a8a07507fffff",672,1302,1974
"1517",1970-01-01 06:30:00,"88a8a07515fffff",519,967,1486
"1518",1970-01-01 06:30:00,"88a8a0751dfffff",159,349,508
"1519",1970-01-01 06:30:00,"88a8a07521fffff",660,1410,2070
"1520",1970-01-01 06:30:00,"88a8a07525fffff",387,754,1141
"1521",1970-01-01 06:30:00,"88a8a0752bfffff",882,1801,2683
"1522",1970-01-01 06:30:00,"88a8a0752dfffff",717,1459,2176
"1523",1970-01-01 06:30:00,"88a8a07531fffff",1062,2272,3334
"1524",1970-01-01 06:30:00,"88a8a07533fffff",60,103,163
"1525",1970-01-01 06:30:00,"88a8a07535fffff",723,1614,2337
"1526",1970-01-01 06:30:00,"88a8a07537fffff",180,309,489
"1527",1970-01-01 06:30:00,"88a8a07539fffff",1068,2009,3077
"1528",1970-01-01 06:30:00,"88a8a0753bfffff",48,96,144
"1529",1970-01-01 06:30:00,"88a8a0753dfffff",543,1143,1686
"1530",1970-01-01 06:30:00,"88a8a07543fffff",612,1314,1926
"1531",1970-01-01 06:30:00,"88a8a07545fffff",582,1124,1706
"1532",1970-01-01 06:30:00,"88a8a07547fffff",972,1932,2904
"1533",1970-01-01 06:30:00,"88a8a07553fffff",60,103,163
"1534",1970-01-01 06:30:00,"88a8a07557fffff",159,349,508
"1535",1970-01-01 06:30:00,"88a8a07559fffff",783,1670,2453
"1536",1970-01-01 06:30:00,"88a8a0755bfffff",120,206,326
"1537",1970-01-01 06:30:00,"88a8a0755dfffff",663,1464,2127
"1538",1970-01-01 06:30:00,"88a8a07561fffff",762,1433,2195
"1539",1970-01-01 06:30:00,"88a8a07565fffff",0,0,0
"1540",1970-01-01 06:30:00,"88a8a07567fffff",675,1262,1937
"1541",1970-01-01 06:30:00,"88a8a07569fffff",873,1686,2559
"1542",1970-01-01 06:30:00,"88a8a0756bfffff",519,967,1486
"1543",1970-01-01 06:30:00,"88a8a0756dfffff",1149,2187,3336
"1544",1970-01-01 06:30:00,"88a8a07633fffff",786,1724,2510
"1545",1970-01-01 06:30:00,"88a8a07637fffff",675,1471,2146
"1546",1970-01-01 06:30:00,"88a8a076c7fffff",326,805,1131
"1547",1970-01-01 06:30:00,"88a8a076d1fffff",162,288,450
"1548",1970-01-01 06:30:00,"88a8a076d3fffff",545,1117,1662
"1549",1970-01-01 06:30:00,"88a8a076d5fffff",372,762,1134
"1550",1970-01-01 06:30:00,"88a8a076d7fffff",305,705,1010
"1551",1970-01-01 06:30:00,"88a8a076e9fffff",441,933,1374
"1552",1970-01-01 06:30:00,"88a8a076ebfffff",273,656,929
"1553",1970-01-01 06:30:00,"88a8a076edfffff",393,862,1255
"1554",1970-01-01 07:00:00,"88a8a02801fffff",156,298,454
"1555",1970-01-01 07:00:00,"88a8a02805fffff",75,142,217
"1556",1970-01-01 07:00:00,"88a8a02809fffff",33,60,93
"1557",1970-01-01 07:00:00,"88a8a0280bfffff",123,238,361
"1558",1970-01-01 07:00:00,"88a8a02825fffff",33,60,93
"1559",1970-01-01 07:00:00,"88a8a02829fffff",75,142,217
"1560",1970-01-01 07:00:00,"88a8a0282dfffff",75,142,217
"1561",1970-01-01 07:00:00,"88a8a02853fffff",264,541,805
"1562",1970-01-01 07:00:00,"88a8a02857fffff",180,377,557
"1563",1970-01-01 07:00:00,"88a8a0291dfffff",42,82,124
"1564",1970-01-01 07:00:00,"88a8a02953fffff",75,142,217
"1565",1970-01-01 07:00:00,"88a8a02957fffff",33,60,93
"1566",1970-01-01 07:00:00,"88a8a02a01fffff",300,627,927
"1567",1970-01-01 07:00:00,"88a8a02a05fffff",408,916,1324
"1568",1970-01-01 07:00:00,"88a8a02a0bfffff",147,292,439
"1569",1970-01-01 07:00:00,"88a8a02a0dfffff",99,221,320
"1570",1970-01-01 07:00:00,"88a8a02a11fffff",374,876,1250
"1571",1970-01-01 07:00:00,"88a8a02a13fffff",323,726,1049
"1572",1970-01-01 07:00:00,"88a8a02a19fffff",410,915,1325
"1573",1970-01-01 07:00:00,"88a8a02a57fffff",350,812,1162
"1574",1970-01-01 07:00:00,"88a8a02a61fffff",51,150,201
"1575",1970-01-01 07:00:00,"88a8a02a63fffff",210,474,684
"1576",1970-01-01 07:00:00,"88a8a02a69fffff",363,924,1287
"1577",1970-01-01 07:00:00,"88a8a02a6bfffff",60,103,163
"1578",1970-01-01 07:00:00,"88a8a02a89fffff",425,1051,1476
"1579",1970-01-01 07:00:00,"88a8a02a8bfffff",374,901,1275
"1580",1970-01-01 07:00:00,"88a8a02a9dfffff",312,799,1111
"1581",1970-01-01 07:00:00,"88a8a02aa9fffff",90,153,243
"1582",1970-01-01 07:00:00,"88a8a02aadfffff",231,527,758
"1583",1970-01-01 07:00:00,"88a8a02ac5fffff",428,1105,1533
"1584",1970-01-01 07:00:00,"88a8a02ac7fffff",575,1422,1997
"1585",1970-01-01 07:00:00,"88a8a02ae3fffff",198,467,665
"1586",1970-01-01 07:00:00,"88a8a02ae7fffff",231,527,758
"1587",1970-01-01 07:00:00,"88a8a02aebfffff",198,467,665
"1588",1970-01-01 07:00:00,"88a8a03987fffff",443,957,1400
"1589",1970-01-01 07:00:00,"88a8a03995fffff",591,1214,1805
"1590",1970-01-01 07:00:00,"88a8a03997fffff",516,1259,1775
"1591",1970-01-01 07:00:00,"88a8a039a1fffff",1064,2199,3263
"1592",1970-01-01 07:00:00,"88a8a039abfffff",1217,2534,3751
"1593",1970-01-01 07:00:00,"88a8a039adfffff",1163,2305,3468
"1594",1970-01-01 07:00:00,"88a8a039b9fffff",1268,2684,3952
"1595",1970-01-01 07:00:00,"88a8a039bbfffff",756,1671,2427
"1596",1970-01-01 07:00:00,"88a8a039bdfffff",402,815,1217
"1597",1970-01-01 07:00:00,"88a8a06081fffff",0,0,0
"1598",1970-01-01 07:00:00,"88a8a06085fffff",850,2243,3093
"1599",1970-01-01 07:00:00,"88a8a0608dfffff",1132,2669,3801
"1600",1970-01-01 07:00:00,"88a8a060a3fffff",542,1459,2001
"1601",1970-01-01 07:00:00,"88a8a060a7fffff",93,232,325
"1602",1970-01-01 07:00:00,"88a8a060abfffff",512,1384,1896
"1603",1970-01-01 07:00:00,"88a8a060c1fffff",155,334,489
"1604",1970-01-01 07:00:00,"88a8a060c3fffff",662,1665,2327
"1605",1970-01-01 07:00:00,"88a8a060c7fffff",731,1721,2452
"1606",1970-01-01 07:00:00,"88a8a060cbfffff",719,1714,2433
"1607",1970-01-01 07:00:00,"88a8a06193fffff",531,1392,1923
"1608",1970-01-01 07:00:00,"88a8a06197fffff",246,682,928
"1609",1970-01-01 07:00:00,"88a8a0619bfffff",195,532,727
"1610",1970-01-01 07:00:00,"88a8a061a1fffff",294,778,1072
"1611",1970-01-01 07:00:00,"88a8a061a3fffff",345,928,1273
"1612",1970-01-01 07:00:00,"88a8a061a5fffff",333,794,1127
"1613",1970-01-01 07:00:00,"88a8a061b1fffff",303,846,1149
"1614",1970-01-01 07:00:00,"88a8a061b3fffff",507,1331,1838
"1615",1970-01-01 07:00:00,"88a8a061b5fffff",507,1331,1838
"1616",1970-01-01 07:00:00,"88a8a061b7fffff",618,1584,2202
"1617",1970-01-01 07:00:00,"88a8a06249fffff",360,618,978
"1618",1970-01-01 07:00:00,"88a8a0624bfffff",360,618,978
"1619",1970-01-01 07:00:00,"88a8a0624dfffff",600,1030,1630
"1620",1970-01-01 07:00:00,"88a8a06281fffff",381,740,1121
"1621",1970-01-01 07:00:00,"88a8a06283fffff",708,1532,2240
"1622",1970-01-01 07:00:00,"88a8a06287fffff",648,1544,2192
"1623",1970-01-01 07:00:00,"88a8a06289fffff",816,1731,2547
"1624",1970-01-01 07:00:00,"88a8a0628bfffff",456,1066,1522
"1625",1970-01-01 07:00:00,"88a8a06293fffff",60,103,163
"1626",1970-01-01 07:00:00,"88a8a06299fffff",60,103,163
"1627",1970-01-01 07:00:00,"88a8a0629bfffff",60,103,163
"1628",1970-01-01 07:00:00,"88a8a062b5fffff",761,1796,2557
"1629",1970-01-01 07:00:00,"88a8a062bdfffff",666,1565,2231
"1630",1970-01-01 07:00:00,"88a8a062c1fffff",405,916,1321
"1631",1970-01-01 07:00:00,"88a8a062c3fffff",636,1307,1943
"1632",1970-01-01 07:00:00,"88a8a062cbfffff",756,1628,2384
"1633",1970-01-01 07:00:00,"88a8a062d1fffff",180,309,489
"1634",1970-01-01 07:00:00,"88a8a062d3fffff",240,412,652
"1635",1970-01-01 07:00:00,"88a8a062d9fffff",300,515,815
"1636",1970-01-01 07:00:00,"88a8a06541fffff",60,103,163
"1637",1970-01-01 07:00:00,"88a8a06549fffff",120,206,326
"1638",1970-01-01 07:00:00,"88a8a06705fffff",420,721,1141
"1639",1970-01-01 07:00:00,"88a8a06707fffff",180,309,489
"1640",1970-01-01 07:00:00,"88a8a0670dfffff",360,618,978
"1641",1970-01-01 07:00:00,"88a8a0672bfffff",180,309,489
"1642",1970-01-01 07:00:00,"88a8a06731fffff",60,103,163
"1643",1970-01-01 07:00:00,"88a8a06735fffff",120,206,326
"1644",1970-01-01 07:00:00,"88a8a06739fffff",180,309,489
"1645",1970-01-01 07:00:00,"88a8a0673dfffff",120,206,326
"1646",1970-01-01 07:00:00,"88a8a0674dfffff",60,103,163
"1647",1970-01-01 07:00:00,"88a8a0676bfffff",360,618,978
"1648",1970-01-01 07:00:00,"88a8a06a91fffff",192,466,658
"1649",1970-01-01 07:00:00,"88a8a06a9bfffff",192,478,670
"1650",1970-01-01 07:00:00,"88a8a06e49fffff",449,1227,1676
"1651",1970-01-01 07:00:00,"88a8a06e4bfffff",0,0,0
"1652",1970-01-01 07:00:00,"88a8a06e4dfffff",575,1473,2048
"1653",1970-01-01 07:00:00,"88a8a06e69fffff",204,600,804
"1654",1970-01-01 07:00:00,"88a8a06e6dfffff",498,1378,1876
"1655",1970-01-01 07:00:00,"88a8a070b3fffff",360,618,978
"1656",1970-01-01 07:00:00,"88a8a070b7fffff",420,721,1141
"1657",1970-01-01 07:00:00,"88a8a0719bfffff",420,721,1141
"1658",1970-01-01 07:00:00,"88a8a07441fffff",852,1726,2578
"1659",1970-01-01 07:00:00,"88a8a07445fffff",522,1021,1543
"1660",1970-01-01 07:00:00,"88a8a07447fffff",330,705,1035
"1661",1970-01-01 07:00:00,"88a8a0744bfffff",852,1726,2578
"1662",1970-01-01 07:00:00,"88a8a07461fffff",1053,2157,3210
"1663",1970-01-01 07:00:00,"88a8a07465fffff",1140,2209,3349
"1664",1970-01-01 07:00:00,"88a8a07467fffff",150,281,431
"1665",1970-01-01 07:00:00,"88a8a07469fffff",138,274,412
"1666",1970-01-01 07:00:00,"88a8a0746bfffff",993,2054,3047
"1667",1970-01-01 07:00:00,"88a8a07507fffff",879,1726,2605
"1668",1970-01-01 07:00:00,"88a8a07509fffff",0,0,0
"1669",1970-01-01 07:00:00,"88a8a07515fffff",621,1152,1773
"1670",1970-01-01 07:00:00,"88a8a0751dfffff",201,431,632
"1671",1970-01-01 07:00:00,"88a8a07521fffff",1059,2035,3094
"1672",1970-01-01 07:00:00,"88a8a07525fffff",666,1288,1954
"1673",1970-01-01 07:00:00,"88a8a0752bfffff",1110,2185,3295
"1674",1970-01-01 07:00:00,"88a8a0752dfffff",1170,2288,3458
"1675",1970-01-01 07:00:00,"88a8a07531fffff",1230,2438,3668
"1676",1970-01-01 07:00:00,"88a8a07533fffff",240,412,652
"1677",1970-01-01 07:00:00,"88a8a07535fffff",708,1532,2240
"1678",1970-01-01 07:00:00,"88a8a07537fffff",300,515,815
"1679",1970-01-01 07:00:00,"88a8a07539fffff",1194,2323,3517
"1680",1970-01-01 07:00:00,"88a8a0753bfffff",60,103,163
"1681",1970-01-01 07:00:00,"88a8a0753dfffff",297,717,1014
"1682",1970-01-01 07:00:00,"88a8a07543fffff",993,1892,2885
"1683",1970-01-01 07:00:00,"88a8a07545fffff",771,1386,2157
"1684",1970-01-01 07:00:00,"88a8a07547fffff",873,1686,2559
"1685",1970-01-01 07:00:00,"88a8a07553fffff",108,199,307
"1686",1970-01-01 07:00:00,"88a8a07557fffff",153,335,488
"1687",1970-01-01 07:00:00,"88a8a07559fffff",993,1892,2885
"1688",1970-01-01 07:00:00,"88a8a0755bfffff",150,281,431
"1689",1970-01-01 07:00:00,"88a8a0755dfffff",993,1892,2885
"1690",1970-01-01 07:00:00,"88a8a07561fffff",786,1609,2395
"1691",1970-01-01 07:00:00,"88a8a07565fffff",102,185,287
"1692",1970-01-01 07:00:00,"88a8a07567fffff",1119,2138,3257
"1693",1970-01-01 07:00:00,"88a8a07569fffff",822,1536,2358
"1694",1970-01-01 07:00:00,"88a8a0756bfffff",462,918,1380
"1695",1970-01-01 07:00:00,"88a8a0756dfffff",1257,2365,3622
"1696",1970-01-01 07:00:00,"88a8a07633fffff",903,1761,2664
"1697",1970-01-01 07:00:00,"88a8a07637fffff",912,1829,2741
"1698",1970-01-01 07:00:00,"88a8a076c7fffff",492,993,1485
"1699",1970-01-01 07:00:00,"88a8a076d1fffff",767,1623,2390
"1700",1970-01-01 07:00:00,"88a8a076d3fffff",1205,2502,3707
"1701",1970-01-01 07:00:00,"88a8a076d5fffff",602,1256,1858
"1702",1970-01-01 07:00:00,"88a8a076d7fffff",330,680,1010
"1703",1970-01-01 07:00:00,"88a8a076e9fffff",816,1684,2500
"1704",1970-01-01 07:00:00,"88a8a076ebfffff",384,794,1178
"1705",1970-01-01 07:00:00,"88a8a076edfffff",996,1993,2989
"1706",1970-01-01 07:30:00,"88a8a02801fffff",86,209,295
"1707",1970-01-01 07:30:00,"88a8a02805fffff",33,60,93
"1708",1970-01-01 07:30:00,"88a8a02809fffff",0,0,0
"1709",1970-01-01 07:30:00,"88a8a0280bfffff",53,149,202
"1710",1970-01-01 07:30:00,"88a8a02829fffff",33,60,93
"1711",1970-01-01 07:30:00,"88a8a0282dfffff",33,60,93
"1712",1970-01-01 07:30:00,"88a8a02853fffff",53,149,202
"1713",1970-01-01 07:30:00,"88a8a02857fffff",53,149,202
"1714",1970-01-01 07:30:00,"88a8a0291dfffff",42,82,124
"1715",1970-01-01 07:30:00,"88a8a02953fffff",33,60,93
"1716",1970-01-01 07:30:00,"88a8a02957fffff",75,142,217
"1717",1970-01-01 07:30:00,"88a8a02a01fffff",303,706,1009
