"","Interval","TileID","TotalSittingCapacity","TotalStandingCapacity","TotalCapacity"
"2794",1970-01-01 11:00:00,"88a8a0282dfffff",33,60,93
"2795",1970-01-01 11:00:00,"88a8a02853fffff",141,303,444
"2796",1970-01-01 11:00:00,"88a8a02857fffff",99,221,320
"2797",1970-01-01 11:00:00,"88a8a02919fffff",33,60,93
"2798",1970-01-01 11:00:00,"88a8a0291dfffff",33,60,93
"2799",1970-01-01 11:00:00,"88a8a02953fffff",33,60,93
"2800",1970-01-01 11:00:00,"88a8a02a01fffff",270,577,847
"2801",1970-01-01 11:00:00,"88a8a02a05fffff",222,506,728
"2802",1970-01-01 11:00:00,"88a8a02a0bfffff",99,221,320
"2803",1970-01-01 11:00:00,"88a8a02a0dfffff",60,103,163
"2804",1970-01-01 11:00:00,"88a8a02a11fffff",150,371,521
"2805",1970-01-01 11:00:00,"88a8a02a13fffff",99,221,320
"2806",1970-01-01 11:00:00,"88a8a02a19fffff",150,371,521
"2807",1970-01-01 11:00:00,"88a8a02a57fffff",150,371,521
"2808",1970-01-01 11:00:00,"88a8a02a61fffff",60,103,163
"2809",1970-01-01 11:00:00,"88a8a02a63fffff",171,356,527
"2810",1970-01-01 11:00:00,"88a8a02a69fffff",222,506,728
"2811",1970-01-01 11:00:00,"88a8a02a6bfffff",51,150,201
"2812",1970-01-01 11:00:00,"88a8a02a89fffff",102,300,402
"2813",1970-01-01 11:00:00,"88a8a02a8bfffff",102,300,402
"2814",1970-01-01 11:00:00,"88a8a02a9dfffff",204,600,804
"2815",1970-01-01 11:00:00,"88a8a02aa9fffff",51,150,201
"2816",1970-01-01 11:00:00,"88a8a02aadfffff",141,303,444
"2817",1970-01-01 11:00:00,"88a8a02ac5fffff",99,221,320
"2818",1970-01-01 11:00:00,"88a8a02ac7fffff",201,521,722
"2819",1970-01-01 11:00:00,"88a8a02ae3fffff",141,303,444
"2820",1970-01-01 11:00:00,"88a8a02ae7fffff",141,303,444
"2821",1970-01-01 11:00:00,"88a8a02aebfffff",99,221,320
"2822",1970-01-01 11:00:00,"88a8a03987fffff",270,577,847
"2823",1970-01-01 11:00:00,"88a8a03995fffff",282,609,891
"2824",1970-01-01 11:00:00,"88a8a03997fffff",213,553,766
"2825",1970-01-01 11:00:00,"88a8a039a1fffff",270,577,847
"2826",1970-01-01 11:00:00,"88a8a039abfffff",330,680,1010
"2827",1970-01-01 11:00:00,"88a8a039adfffff",330,680,1010
"2828",1970-01-01 11:00:00,"88a8a039b9fffff",330,680,1010
"2829",1970-01-01 11:00:00,"88a8a039bbfffff",381,830,1211
"2830",1970-01-01 11:00:00,"88a8a06085fffff",405,1031,1436
"2831",1970-01-01 11:00:00,"88a8a0608dfffff",357,935,1292
"2832",1970-01-01 11:00:00,"88a8a060a3fffff",195,417,612
"2833",1970-01-01 11:00:00,"88a8a060a7fffff",0,0,0
"2834",1970-01-01 11:00:00,"88a8a060abfffff",195,532,727
"2835",1970-01-01 11:00:00,"88a8a060c1fffff",60,103,163
"2836",1970-01-01 11:00:00,"88a8a060c3fffff",357,935,1292
"2837",1970-01-01 11:00:00,"88a8a060c7fffff",357,935,1292
"2838",1970-01-01 11:00:00,"88a8a060cbfffff",366,888,1254
"2839",1970-01-01 11:00:00,"88a8a06193fffff",228,546,774
"2840",1970-01-01 11:00:00,"88a8a06197fffff",243,501,744
"2841",1970-01-01 11:00:00,"88a8a0619bfffff",144,382,526
"2842",1970-01-01 11:00:00,"88a8a061a1fffff",99,234,333
"2843",1970-01-01 11:00:00,"88a8a061a3fffff",150,384,534
"2844",1970-01-01 11:00:00,"88a8a061a5fffff",201,534,735
"2845",1970-01-01 11:00:00,"88a8a061b1fffff",42,82,124
"2846",1970-01-01 11:00:00,"88a8a061b3fffff",312,672,984
"2847",1970-01-01 11:00:00,"88a8a061b5fffff",210,487,697
"2848",1970-01-01 11:00:00,"88a8a061b7fffff",354,754,1108
"2849",1970-01-01 11:00:00,"88a8a06249fffff",467,903,1370
"2850",1970-01-01 11:00:00,"88a8a0624bfffff",467,903,1370
"2851",1970-01-01 11:00:00,"88a8a0624dfffff",587,1109,1696
"2852",1970-01-01 11:00:00,"88a8a06281fffff",141,328,469
"2853",1970-01-01 11:00:00,"88a8a06283fffff",303,731,1034
"2854",1970-01-01 11:00:00,"88a8a06287fffff",252,581,833
"2855",1970-01-01 11:00:00,"88a8a06289fffff",414,984,1398
"2856",1970-01-01 11:00:00,"88a8a0628bfffff",159,349,508
"2857",1970-01-01 11:00:00,"88a8a06293fffff",60,103,163
"2858",1970-01-01 11:00:00,"88a8a06299fffff",120,206,326
"2859",1970-01-01 11:00:00,"88a8a0629bfffff",120,206,326
"2860",1970-01-01 11:00:00,"88a8a062b5fffff",303,731,1034
"2861",1970-01-01 11:00:00,"88a8a062bdfffff",303,731,1034
"2862",1970-01-01 11:00:00,"88a8a062c1fffff",51,150,201
"2863",1970-01-01 11:00:00,"88a8a062c3fffff",321,752,1073
"2864",1970-01-01 11:00:00,"88a8a062cbfffff",270,602,872
"2865",1970-01-01 11:00:00,"88a8a062d1fffff",173,355,528
"2866",1970-01-01 11:00:00,"88a8a062d3fffff",120,206,326
"2867",1970-01-01 11:00:00,"88a8a062d9fffff",173,355,528
"2868",1970-01-01 11:00:00,"88a8a06541fffff",60,103,163
"2869",1970-01-01 11:00:00,"88a8a06549fffff",120,206,326
"2870",1970-01-01 11:00:00,"88a8a06705fffff",180,309,489
"2871",1970-01-01 11:00:00,"88a8a06707fffff",60,103,163
"2872",1970-01-01 11:00:00,"88a8a0670dfffff",60,103,163
"2873",1970-01-01 11:00:00,"88a8a0672bfffff",60,103,163
"2874",1970-01-01 11:00:00,"88a8a06731fffff",60,103,163
"2875",1970-01-01 11:00:00,"88a8a06735fffff",120,206,326
"2876",1970-01-01 11:00:00,"88a8a06739fffff",120,206,326
"2877",1970-01-01 11:00:00,"88a8a0676bfffff",240,412,652
"2878",1970-01-01 11:00:00,"88a8a06a91fffff",201,534,735
"2879",1970-01-01 11:00:00,"88a8a06a9bfffff",150,384,534
"2880",1970-01-01 11:00:00,"88a8a06e49fffff",246,567,813
"2881",1970-01-01 11:00:00,"88a8a06e4dfffff",288,649,937
"2882",1970-01-01 11:00:00,"88a8a06e69fffff",51,150,201
"2883",1970-01-01 11:00:00,"88a8a06e6dfffff",252,569,821
"2884",1970-01-01 11:00:00,"88a8a06f63fffff",51,150,201
"2885",1970-01-01 11:00:00,"88a8a06f67fffff",51,150,201
"2886",1970-01-01 11:00:00,"88a8a06f69fffff",51,150,201
"2887",1970-01-01 11:00:00,"88a8a070b3fffff",418,867,1285
"2888",1970-01-01 11:00:00,"88a8a070b7fffff",467,903,1370
"2889",1970-01-01 11:00:00,"88a8a0719bfffff",402,700,1102
"2890",1970-01-01 11:00:00,"88a8a07441fffff",485,1129,1614
"2891",1970-01-01 11:00:00,"88a8a07445fffff",288,483,771
"2892",1970-01-01 11:00:00,"88a8a07447fffff",326,805,1131
"2893",1970-01-01 11:00:00,"88a8a0744bfffff",321,727,1048
"2894",1970-01-01 11:00:00,"88a8a07461fffff",692,1578,2270
"2895",1970-01-01 11:00:00,"88a8a07465fffff",386,908,1294
"2896",1970-01-01 11:00:00,"88a8a07467fffff",144,267,411
"2897",1970-01-01 11:00:00,"88a8a07469fffff",225,492,717
"2898",1970-01-01 11:00:00,"88a8a0746bfffff",677,1492,2169
"2899",1970-01-01 11:00:00,"88a8a07503fffff",42,82,124
"2900",1970-01-01 11:00:00,"88a8a07507fffff",321,637,958
"2901",1970-01-01 11:00:00,"88a8a07515fffff",248,566,814
"2902",1970-01-01 11:00:00,"88a8a0751dfffff",195,417,612
"2903",1970-01-01 11:00:00,"88a8a07521fffff",445,956,1401
"2904",1970-01-01 11:00:00,"88a8a07525fffff",173,355,528
"2905",1970-01-01 11:00:00,"88a8a0752bfffff",478,1085,1563
"2906",1970-01-01 11:00:00,"88a8a0752dfffff",436,1003,1439
"2907",1970-01-01 11:00:00,"88a8a07531fffff",605,1360,1965
"2908",1970-01-01 11:00:00,"88a8a07533fffff",0,0,0
"2909",1970-01-01 11:00:00,"88a8a07535fffff",321,752,1073
"2910",1970-01-01 11:00:00,"88a8a07537fffff",113,252,365
"2911",1970-01-01 11:00:00,"88a8a07539fffff",349,811,1160
"2912",1970-01-01 11:00:00,"88a8a0753dfffff",254,695,949
"2913",1970-01-01 11:00:00,"88a8a07543fffff",326,805,1131
"2914",1970-01-01 11:00:00,"88a8a07545fffff",171,356,527
"2915",1970-01-01 11:00:00,"88a8a07547fffff",326,805,1131
"2916",1970-01-01 11:00:00,"88a8a07553fffff",195,417,612
"2917",1970-01-01 11:00:00,"88a8a07557fffff",93,232,325
"2918",1970-01-01 11:00:00,"88a8a07559fffff",326,805,1131
"2919",1970-01-01 11:00:00,"88a8a0755bfffff",135,314,449
"2920",1970-01-01 11:00:00,"88a8a0755dfffff",326,805,1131
"2921",1970-01-01 11:00:00,"88a8a07561fffff",406,813,1219
"2922",1970-01-01 11:00:00,"88a8a07565fffff",166,401,567
"2923",1970-01-01 11:00:00,"88a8a07567fffff",556,1209,1765
"2924",1970-01-01 11:00:00,"88a8a07569fffff",284,608,892
"2925",1970-01-01 11:00:00,"88a8a0756bfffff",275,655,930
"2926",1970-01-01 11:00:00,"88a8a0756dfffff",723,1665,2388
"2927",1970-01-01 11:00:00,"88a8a07633fffff",321,727,1048
"2928",1970-01-01 11:00:00,"88a8a07637fffff",381,830,1211
"2929",1970-01-01 11:00:00,"88a8a076c7fffff",168,277,445
"2930",1970-01-01 11:00:00,"88a8a076d1fffff",180,309,489
"2931",1970-01-01 11:00:00,"88a8a076d3fffff",231,459,690
"2932",1970-01-01 11:00:00,"88a8a076d5fffff",222,506,728
"2933",1970-01-01 11:00:00,"88a8a076d7fffff",162,403,565
"2934",1970-01-01 11:00:00,"88a8a076e9fffff",219,427,646
"2935",1970-01-01 11:00:00,"88a8a076ebfffff",60,103,163
"2936",1970-01-01 11:00:00,"88a8a076edfffff",321,727,1048
"2937",1970-01-01 11:30:00,"88a8a02801fffff",123,213,336
"2938",1970-01-01 11:30:00,"88a8a02805fffff",33,60,93
"2939",1970-01-01 11:30:00,"88a8a02809fffff",90,153,243
"2940",1970-01-01 11:30:00,"88a8a0280bfffff",75,142,217
"2941",1970-01-01 11:30:00,"88a8a02853fffff",33,60,93
"2942",1970-01-01 11:30:00,"88a8a02857fffff",75,142,217
"2943",1970-01-01 11:30:00,"88a8a0285bfffff",0,0,0
"2944",1970-01-01 11:30:00,"88a8a02a01fffff",99,221,320
"2945",1970-01-01 11:30:00,"88a8a02a05fffff",147,292,439
"2946",1970-01-01 11:30:00,"88a8a02a0dfffff",48,71,119
"2947",1970-01-01 11:30:00,"88a8a02a11fffff",51,150,201
"2948",1970-01-01 11:30:00,"88a8a02a13fffff",0,0,0
"2949",1970-01-01 11:30:00,"88a8a02a17fffff",0,0,0
"2950",1970-01-01 11:30:00,"88a8a02a19fffff",51,150,201
"2951",1970-01-01 11:30:00,"88a8a02a3bfffff",0,0,0
"2952",1970-01-01 11:30:00,"88a8a02a57fffff",51,150,201
"2953",1970-01-01 11:30:00,"88a8a02a61fffff",0,0,0
"2954",1970-01-01 11:30:00,"88a8a02a63fffff",99,221,320
"2955",1970-01-01 11:30:00,"88a8a02a69fffff",102,300,402
"2956",1970-01-01 11:30:00,"88a8a02a89fffff",195,463,658
"2957",1970-01-01 11:30:00,"88a8a02a8bfffff",306,716,1022
"2958",1970-01-01 11:30:00,"88a8a02a9dfffff",93,163,256
"2959",1970-01-01 11:30:00,"88a8a02aadfffff",33,60,93
"2960",1970-01-01 11:30:00,"88a8a02ac5fffff",111,253,364
"2961",1970-01-01 11:30:00,"88a8a02ac7fffff",162,403,565
"2962",1970-01-01 11:30:00,"88a8a02ae5fffff",0,0,0
"2963",1970-01-01 11:30:00,"88a8a03987fffff",111,253,364
"2964",1970-01-01 11:30:00,"88a8a03995fffff",99,221,320
"2965",1970-01-01 11:30:00,"88a8a03997fffff",153,450,603
"2966",1970-01-01 11:30:00,"88a8a039a1fffff",273,656,929
"2967",1970-01-01 11:30:00,"88a8a039abfffff",266,702,968
"2968",1970-01-01 11:30:00,"88a8a039adfffff",266,702,968
"2969",1970-01-01 11:30:00,"88a8a039b9fffff",324,806,1130
"2970",1970-01-01 11:30:00,"88a8a039bbfffff",273,656,929
"2971",1970-01-01 11:30:00,"88a8a039bdfffff",60,103,163
"2972",1970-01-01 11:30:00,"88a8a06085fffff",516,1284,1800
"2973",1970-01-01 11:30:00,"88a8a0608dfffff",738,1790,2528
"2974",1970-01-01 11:30:00,"88a8a060a3fffff",252,581,833
"2975",1970-01-01 11:30:00,"88a8a060abfffff",312,799,1111
"2976",1970-01-01 11:30:00,"88a8a060c1fffff",144,382,526
"2977",1970-01-01 11:30:00,"88a8a060c3fffff",518,1283,1801
"2978",1970-01-01 11:30:00,"88a8a060c7fffff",414,984,1398
"2979",1970-01-01 11:30:00,"88a8a060cbfffff",518,1283,1801
"2980",1970-01-01 11:30:00,"88a8a06193fffff",210,499,709
"2981",1970-01-01 11:30:00,"88a8a06197fffff",210,499,709
"2982",1970-01-01 11:30:00,"88a8a0619bfffff",99,246,345
"2983",1970-01-01 11:30:00,"88a8a061a1fffff",144,382,526
"2984",1970-01-01 11:30:00,"88a8a061a3fffff",150,396,546
"2985",1970-01-01 11:30:00,"88a8a061a5fffff",135,314,449
"2986",1970-01-01 11:30:00,"88a8a061adfffff",0,0,0
"2987",1970-01-01 11:30:00,"88a8a061b1fffff",201,431,632
"2988",1970-01-01 11:30:00,"88a8a061b3fffff",303,731,1034
"2989",1970-01-01 11:30:00,"88a8a061b5fffff",192,478,670
"2990",1970-01-01 11:30:00,"88a8a061b7fffff",351,827,1178
"2991",1970-01-01 11:30:00,"88a8a061e7fffff",0,0,0
"2992",1970-01-01 11:30:00,"88a8a06249fffff",270,487,757
"2993",1970-01-01 11:30:00,"88a8a0624bfffff",270,487,757
"2994",1970-01-01 11:30:00,"88a8a0624dfffff",348,611,959
"2995",1970-01-01 11:30:00,"88a8a06281fffff",365,833,1198
"2996",1970-01-01 11:30:00,"88a8a06283fffff",509,1215,1724
"2997",1970-01-01 11:30:00,"88a8a06287fffff",587,1339,1926
"2998",1970-01-01 11:30:00,"88a8a06289fffff",356,880,1236
"2999",1970-01-01 11:30:00,"88a8a0628bfffff",144,382,526
"3000",1970-01-01 11:30:00,"88a8a06293fffff",53,149,202
"3001",1970-01-01 11:30:00,"88a8a0629bfffff",53,149,202
"3002",1970-01-01 11:30:00,"88a8a062b5fffff",470,1187,1657
"3003",1970-01-01 11:30:00,"88a8a062bdfffff",638,1489,2127
"3004",1970-01-01 11:30:00,"88a8a062c1fffff",245,627,872
"3005",1970-01-01 11:30:00,"88a8a062c3fffff",305,730,1035
"3006",1970-01-01 11:30:00,"88a8a062cbfffff",356,880,1236
"3007",1970-01-01 11:30:00,"88a8a062d1fffff",60,103,163
"3008",1970-01-01 11:30:00,"88a8a062d3fffff",113,252,365
"3009",1970-01-01 11:30:00,"88a8a062d9fffff",171,356,527
"3010",1970-01-01 11:30:00,"88a8a06705fffff",113,252,365
"3011",1970-01-01 11:30:00,"88a8a06707fffff",60,103,163
"3012",1970-01-01 11:30:00,"88a8a0670dfffff",60,103,163
"3013",1970-01-01 11:30:00,"88a8a06731fffff",60,103,163
"3014",1970-01-01 11:30:00,"88a8a06739fffff",60,103,163
"3015",1970-01-01 11:30:00,"88a8a0676bfffff",180,309,489
"3016",1970-01-01 11:30:00,"88a8a06a91fffff",99,234,333
"3017",1970-01-01 11:30:00,"88a8a06a9bfffff",51,150,201
"3018",1970-01-01 11:30:00,"88a8a06ad3fffff",0,0,0
"3019",1970-01-01 11:30:00,"88a8a06adbfffff",0,0,0
"3020",1970-01-01 11:30:00,"88a8a06e49fffff",150,281,431
"3021",1970-01-01 11:30:00,"88a8a06e4dfffff",159,349,508
"3022",1970-01-01 11:30:00,"88a8a06e69fffff",48,96,144
"3023",1970-01-01 11:30:00,"88a8a06e6dfffff",252,581,833
"3024",1970-01-01 11:30:00,"88a8a06f05fffff",99,234,333
"3025",1970-01-01 11:30:00,"88a8a06f63fffff",99,234,333
"3026",1970-01-01 11:30:00,"88a8a06f67fffff",99,234,333
"3027",1970-01-01 11:30:00,"88a8a06f69fffff",96,168,264
"3028",1970-01-01 11:30:00,"88a8a070b3fffff",252,466,718
"3029",1970-01-01 11:30:00,"88a8a070b5fffff",42,82,124
"3030",1970-01-01 11:30:00,"88a8a070b7fffff",210,384,594
"3031",1970-01-01 11:30:00,"88a8a0719bfffff",288,508,796
"3032",1970-01-01 11:30:00,"88a8a07441fffff",383,829,1212
"3033",1970-01-01 11:30:00,"88a8a07445fffff",333,759,1092
"3034",1970-01-01 11:30:00,"88a8a07447fffff",224,505,729
"3035",1970-01-01 11:30:00,"88a8a0744bfffff",395,861,1256
"3036",1970-01-01 11:30:00,"88a8a07461fffff",554,1210,1764
"3037",1970-01-01 11:30:00,"88a8a07465fffff",506,1114,1620
"3038",1970-01-01 11:30:00,"88a8a07467fffff",108,199,307
"3039",1970-01-01 11:30:00,"88a8a07469fffff",60,103,163
"3040",1970-01-01 11:30:00,"88a8a0746bfffff",446,1011,1457
"3041",1970-01-01 11:30:00,"88a8a07503fffff",93,232,325
"3042",1970-01-01 11:30:00,"88a8a07507fffff",317,737,1054
"3043",1970-01-01 11:30:00,"88a8a07515fffff",324,691,1015
"3044",1970-01-01 11:30:00,"88a8a0751dfffff",111,253,364
"3045",1970-01-01 11:30:00,"88a8a07521fffff",477,1026,1503
"3046",1970-01-01 11:30:00,"88a8a07525fffff",315,623,938
"3047",1970-01-01 11:30:00,"88a8a0752bfffff",417,923,1340
"3048",1970-01-01 11:30:00,"88a8a0752dfffff",366,773,1139
"3049",1970-01-01 11:30:00,"88a8a07531fffff",647,1442,2089
"3050",1970-01-01 11:30:00,"88a8a07533fffff",120,206,326
"3051",1970-01-01 11:30:00,"88a8a07535fffff",257,634,891
"3052",1970-01-01 11:30:00,"88a8a07537fffff",171,356,527
"3053",1970-01-01 11:30:00,"88a8a07539fffff",545,1142,1687
"3054",1970-01-01 11:30:00,"88a8a0753bfffff",51,150,201
"3055",1970-01-01 11:30:00,"88a8a0753dfffff",275,655,930
"3056",1970-01-01 11:30:00,"88a8a07543fffff",455,964,1419
"3057",1970-01-01 11:30:00,"88a8a07545fffff",300,515,815
"3058",1970-01-01 11:30:00,"88a8a07547fffff",455,964,1419
"3059",1970-01-01 11:30:00,"88a8a07553fffff",159,349,508
"3060",1970-01-01 11:30:00,"88a8a07557fffff",159,349,508
"3061",1970-01-01 11:30:00,"88a8a07559fffff",515,1067,1582
"3062",1970-01-01 11:30:00,"88a8a0755bfffff",108,199,307
"3063",1970-01-01 11:30:00,"88a8a0755dfffff",515,1067,1582
"3064",1970-01-01 11:30:00,"88a8a07561fffff",495,932,1427
"3065",1970-01-01 11:30:00,"88a8a07565fffff",51,150,201
"3066",1970-01-01 11:30:00,"88a8a07567fffff",486,979,1465
"3067",1970-01-01 11:30:00,"88a8a07569fffff",515,1067,1582
"3068",1970-01-01 11:30:00,"88a8a0756bfffff",284,608,892
"3069",1970-01-01 11:30:00,"88a8a0756dfffff",774,1487,2261
"3070",1970-01-01 11:30:00,"88a8a07633fffff",233,458,691
"3071",1970-01-01 11:30:00,"88a8a07637fffff",395,861,1256
"3072",1970-01-01 11:30:00,"88a8a076c7fffff",53,149,202
"3073",1970-01-01 11:30:00,"88a8a076d1fffff",222,506,728
"3074",1970-01-01 11:30:00,"88a8a076d3fffff",335,758,1093
"3075",1970-01-01 11:30:00,"88a8a076d5fffff",162,403,565
"3076",1970-01-01 11:30:00,"88a8a076e9fffff",212,473,685
"3077",1970-01-01 11:30:00,"88a8a076ebfffff",60,103,163
"3078",1970-01-01 11:30:00,"88a8a076edfffff",161,323,484
"3079",1970-01-01 12:00:00,"88a8a02801fffff",33,60,93
"3080",1970-01-01 12:00:00,"88a8a02805fffff",33,60,93
"3081",1970-01-01 12:00:00,"88a8a02809fffff",0,0,0
"3082",1970-01-01 12:00:00,"88a8a0280bfffff",33,60,93
"3083",1970-01-01 12:00:00,"88a8a02829fffff",33,60,93
"3084",1970-01-01 12:00:00,"88a8a0282dfffff",33,60,93
"3085",1970-01-01 12:00:00,"88a8a02853fffff",33,60,93
"3086",1970-01-01 12:00:00,"88a8a02857fffff",33,60,93
"3087",1970-01-01 12:00:00,"88a8a0291dfffff",33,60,93
"3088",1970-01-01 12:00:00,"88a8a02953fffff",33,60,93
"3089",1970-01-01 12:00:00,"88a8a02957fffff",33,60,93
"3090",1970-01-01 12:00:00,"88a8a02a01fffff",53,149,202
"3091",1970-01-01 12:00:00,"88a8a02a05fffff",152,370,522
"3092",1970-01-01 12:00:00,"88a8a02a0bfffff",51,150,201
"3093",1970-01-01 12:00:00,"88a8a02a0dfffff",53,149,202
"3094",1970-01-01 12:00:00,"88a8a02a11fffff",111,253,364
"3095",1970-01-01 12:00:00,"88a8a02a13fffff",111,253,364
"3096",1970-01-01 12:00:00,"88a8a02a19fffff",111,253,364
"3097",1970-01-01 12:00:00,"88a8a02a57fffff",150,371,521
"3098",1970-01-01 12:00:00,"88a8a02a61fffff",51,150,201
"3099",1970-01-01 12:00:00,"88a8a02a63fffff",152,370,522
"3100",1970-01-01 12:00:00,"88a8a02a69fffff",203,520,723
"3101",1970-01-01 12:00:00,"88a8a02a89fffff",162,403,565
"3102",1970-01-01 12:00:00,"88a8a02a8bfffff",102,300,402
"3103",1970-01-01 12:00:00,"88a8a02a9dfffff",51,150,201
"3104",1970-01-01 12:00:00,"88a8a02ac5fffff",111,253,364
"3105",1970-01-01 12:00:00,"88a8a02ac7fffff",195,463,658
"3106",1970-01-01 12:00:00,"88a8a02ae3fffff",33,60,93
"3107",1970-01-01 12:00:00,"88a8a02ae7fffff",33,60,93
"3108",1970-01-01 12:00:00,"88a8a02aebfffff",33,60,93
"3109",1970-01-01 12:00:00,"88a8a03987fffff",221,426,647
"3110",1970-01-01 12:00:00,"88a8a03995fffff",263,623,886
"3111",1970-01-01 12:00:00,"88a8a03997fffff",203,520,723
"3112",1970-01-01 12:00:00,"88a8a039a1fffff",455,964,1419
"3113",1970-01-01 12:00:00,"88a8a039abfffff",443,932,1375
"3114",1970-01-01 12:00:00,"88a8a039adfffff",399,736,1135
"3115",1970-01-01 12:00:00,"88a8a039b9fffff",427,1025,1452
"3116",1970-01-01 12:00:00,"88a8a039bbfffff",263,623,886
"3117",1970-01-01 12:00:00,"88a8a039bdfffff",51,150,201
"3118",1970-01-01 12:00:00,"88a8a06081fffff",173,355,528
"3119",1970-01-01 12:00:00,"88a8a06085fffff",538,1188,1726
"3120",1970-01-01 12:00:00,"88a8a0608dfffff",629,1421,2050
"3121",1970-01-01 12:00:00,"88a8a060a3fffff",162,403,565
"3122",1970-01-01 12:00:00,"88a8a060a7fffff",51,150,201
"3123",1970-01-01 12:00:00,"88a8a060abfffff",162,403,565
"3124",1970-01-01 12:00:00,"88a8a060c1fffff",102,300,402
"3125",1970-01-01 12:00:00,"88a8a060c3fffff",425,936,1361
"3126",1970-01-01 12:00:00,"88a8a060c7fffff",682,1685,2367
"3127",1970-01-01 12:00:00,"88a8a060cbfffff",476,1086,1562
"3128",1970-01-01 12:00:00,"88a8a06193fffff",213,553,766
"3129",1970-01-01 12:00:00,"88a8a06197fffff",150,384,534
"3130",1970-01-01 12:00:00,"88a8a0619bfffff",111,253,364
"3131",1970-01-01 12:00:00,"88a8a061a1fffff",198,480,678
"3132",1970-01-01 12:00:00,"88a8a061a3fffff",150,384,534
"3133",1970-01-01 12:00:00,"88a8a061a5fffff",249,630,879
"3134",1970-01-01 12:00:00,"88a8a061b1fffff",210,487,697
"3135",1970-01-01 12:00:00,"88a8a061b3fffff",363,937,1300
"3136",1970-01-01 12:00:00,"88a8a061b5fffff",201,534,735
"3137",1970-01-01 12:00:00,"88a8a061b7fffff",411,1021,1432
"3138",1970-01-01 12:00:00,"88a8a06249fffff",336,604,940
"3139",1970-01-01 12:00:00,"88a8a0624bfffff",447,857,1304
"3140",1970-01-01 12:00:00,"88a8a0624dfffff",516,913,1429
"3141",1970-01-01 12:00:00,"88a8a06281fffff",111,253,364
"3142",1970-01-01 12:00:00,"88a8a06283fffff",446,1011,1457
"3143",1970-01-01 12:00:00,"88a8a06287fffff",428,990,1418
"3144",1970-01-01 12:00:00,"88a8a06289fffff",324,691,1015
"3145",1970-01-01 12:00:00,"88a8a0628bfffff",324,691,1015
"3146",1970-01-01 12:00:00,"88a8a06293fffff",111,253,364
"3147",1970-01-01 12:00:00,"88a8a06299fffff",60,103,163
"3148",1970-01-01 12:00:00,"88a8a0629bfffff",111,253,364
"3149",1970-01-01 12:00:00,"88a8a0629dfffff",0,0,0
"3150",1970-01-01 12:00:00,"88a8a062b5fffff",314,683,997
"3151",1970-01-01 12:00:00,"88a8a062bdfffff",428,990,1418
"3152",1970-01-01 12:00:00,"88a8a062c1fffff",60,103,163
"3153",1970-01-01 12:00:00,"88a8a062c3fffff",384,794,1178
"3154",1970-01-01 12:00:00,"88a8a062cbfffff",375,841,1216
"3155",1970-01-01 12:00:00,"88a8a062d1fffff",111,253,364
"3156",1970-01-01 12:00:00,"88a8a062d3fffff",111,253,364
"3157",1970-01-01 12:00:00,"88a8a062d9fffff",120,206,326
"3158",1970-01-01 12:00:00,"88a8a06541fffff",60,103,163
"3159",1970-01-01 12:00:00,"88a8a06549fffff",120,206,326
"3160",1970-01-01 12:00:00,"88a8a06705fffff",51,150,201
"3161",1970-01-01 12:00:00,"88a8a0670dfffff",104,299,403
"3162",1970-01-01 12:00:00,"88a8a06735fffff",60,103,163
"3163",1970-01-01 12:00:00,"88a8a0674dfffff",51,150,201
"3164",1970-01-01 12:00:00,"88a8a0676bfffff",104,299,403
"3165",1970-01-01 12:00:00,"88a8a06a91fffff",51,150,201
"3166",1970-01-01 12:00:00,"88a8a06a9bfffff",51,150,201
"3167",1970-01-01 12:00:00,"88a8a06e49fffff",159,337,496
"3168",1970-01-01 12:00:00,"88a8a06e4dfffff",210,487,697
"3169",1970-01-01 12:00:00,"88a8a06e69fffff",153,450,603
"3170",1970-01-01 12:00:00,"88a8a06e6dfffff",303,834,1137
"3171",1970-01-01 12:00:00,"88a8a06f05fffff",51,150,201
"3172",1970-01-01 12:00:00,"88a8a06f41fffff",0,0,0
"3173",1970-01-01 12:00:00,"88a8a06f4dfffff",0,0,0
"3174",1970-01-01 12:00:00,"88a8a06f59fffff",0,0,0
"3175",1970-01-01 12:00:00,"88a8a06f5dfffff",0,0,0
"3176",1970-01-01 12:00:00,"88a8a06f61fffff",102,300,402
"3177",1970-01-01 12:00:00,"88a8a06f63fffff",102,300,402
"3178",1970-01-01 12:00:00,"88a8a06f67fffff",102,300,402
"3179",1970-01-01 12:00:00,"88a8a06f69fffff",153,450,603
"3180",1970-01-01 12:00:00,"88a8a070b3fffff",399,761,1160
"3181",1970-01-01 12:00:00,"88a8a070b7fffff",507,960,1467
"3182",1970-01-01 12:00:00,"88a8a0719bfffff",288,508,796
"3183",1970-01-01 12:00:00,"88a8a07441fffff",499,1160,1659
"3184",1970-01-01 12:00:00,"88a8a07445fffff",397,860,1257
"3185",1970-01-01 12:00:00,"88a8a07447fffff",328,804,1132
"3186",1970-01-01 12:00:00,"88a8a0744bfffff",448,1010,1458
"3187",1970-01-01 12:00:00,"88a8a07461fffff",763,1748,2511
"3188",1970-01-01 12:00:00,"88a8a07465fffff",446,1011,1457
"3189",1970-01-01 12:00:00,"88a8a07467fffff",153,335,488
"3190",1970-01-01 12:00:00,"88a8a07469fffff",153,335,488
